id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,sas_incidents,average20182019,percent_variation
1400,20200308,S92000003,d,5 - 14,,All,d,248,242.5,2.3
1401,20200308,S92000003,d,15 - 44,,All,d,2543,2654,-4.2
1402,20200308,S92000003,d,45 - 64,,All,d,2518,2745,-8.3
1403,20200308,S92000003,d,65 - 74,,All,d,1755,1846,-4.9
1404,20200308,S92000003,d,75 - 84,,All,d,2247,2301,-2.3
1405,20200308,S92000003,d,85 and over,,All,d,1750,1638.5,6.8
1406,20200308,S92000003,d,All ages,d,All,d,12173,12454.5,-2.3
1407,20200308,S92000003,d,All ages,d,Female,,5786,5839.5,-0.9
1408,20200308,S92000003,d,All ages,d,Male,,5268,5549.5,-5.1
1409,20200315,S08000015,,Under 5,,All,d,29,27,7.4
1410,20200315,S08000015,,5 - 14,,All,d,14,17,-17.6
1411,20200315,S08000015,,15 - 44,,All,d,183,188,-2.7
1412,20200315,S08000015,,45 - 64,,All,d,206,222,-7.2
1413,20200315,S08000015,,65 - 74,,All,d,133,167,-20.4
1414,20200315,S08000015,,75 - 84,,All,d,170,199,-14.6
1415,20200315,S08000015,,85 and over,,All,d,143,145.5,-1.7
1416,20200315,S08000015,,All ages,d,All,d,914,1012,-9.7
1417,20200315,S08000015,,All ages,d,Female,,442,489,-9.6
1418,20200315,S08000015,,All ages,d,Male,,406,452.5,-10.3
1419,20200315,S08000016,,Under 5,,All,d,10,6.5,53.8
1420,20200315,S08000016,,5 - 14,,All,d,6,4.5,33.3
1421,20200315,S08000016,,15 - 44,,All,d,68,45,51.1
1422,20200315,S08000016,,45 - 64,,All,d,49,64,-23.4
1423,20200315,S08000016,,65 - 74,,All,d,42,47.5,-11.6
1424,20200315,S08000016,,75 - 84,,All,d,65,53.5,21.5
1425,20200315,S08000016,,85 and over,,All,d,32,45,-28.9
1426,20200315,S08000016,,All ages,d,All,d,286,275,4
1427,20200315,S08000016,,All ages,d,Female,,134,135.5,-1.1
1428,20200315,S08000016,,All ages,d,Male,,124,121.5,2.1
1429,20200315,S08000017,,Under 5,,All,d,6,13.5,-55.6
1430,20200315,S08000017,,5 - 14,,All,d,6,7,-14.3
1431,20200315,S08000017,,15 - 44,,All,d,83,61.5,35
1432,20200315,S08000017,,45 - 64,,All,d,86,75,14.7
1433,20200315,S08000017,,65 - 74,,All,d,58,59.5,-2.5
1434,20200315,S08000017,,75 - 84,,All,d,80,86,-7
1435,20200315,S08000017,,85 and over,,All,d,61,67.5,-9.6
1436,20200315,S08000017,,All ages,d,All,d,392,386.5,1.4
1437,20200315,S08000017,,All ages,d,Female,,192,189,1.6
1438,20200315,S08000017,,All ages,d,Male,,174,169,3
1439,20200315,S08000019,,Under 5,,All,d,20,20.5,-2.4
1440,20200315,S08000019,,5 - 14,,All,d,14,12,16.7
1441,20200315,S08000019,,15 - 44,,All,d,139,163,-14.7
1442,20200315,S08000019,,45 - 64,,All,d,127,148,-14.2
1443,20200315,S08000019,,65 - 74,,All,d,63,93,-32.3
1444,20200315,S08000019,,75 - 84,,All,d,111,105.5,5.2
1445,20200315,S08000019,,85 and over,,All,d,74,70.5,5
1446,20200315,S08000019,,All ages,d,All,d,574,644,-10.9
1447,20200315,S08000019,,All ages,d,Female,,271,276.5,-2
1448,20200315,S08000019,,All ages,d,Male,,268,311.5,-14
1449,20200315,S08000020,,Under 5,,All,d,52,45.5,14.3
1450,20200315,S08000020,,5 - 14,,All,d,23,24.5,-6.1
1451,20200315,S08000020,,15 - 44,,All,d,234,245.5,-4.7
1452,20200315,S08000020,,45 - 64,,All,d,227,244.5,-7.2
1453,20200315,S08000020,,65 - 74,,All,d,164,177,-7.3
1454,20200315,S08000020,,75 - 84,,All,d,212,197.5,7.3
1455,20200315,S08000020,,85 and over,,All,d,154,171,-9.9
1456,20200315,S08000020,,All ages,d,All,d,1125,1147,-1.9
1457,20200315,S08000020,,All ages,d,Female,,544,530.5,2.5
1458,20200315,S08000020,,All ages,d,Male,,478,530.5,-9.9
1459,20200315,S08000022,,Under 5,,All,d,26,26,0
1460,20200315,S08000022,,5 - 14,,All,d,14,17,-17.6
1461,20200315,S08000022,,15 - 44,,All,d,156,151.5,3
1462,20200315,S08000022,,45 - 64,,All,d,151,170.5,-11.4
1463,20200315,S08000022,,65 - 74,,All,d,118,132,-10.6
1464,20200315,S08000022,,75 - 84,,All,d,150,159,-5.7
1465,20200315,S08000022,,85 and over,,All,d,103,124,-16.9
1466,20200315,S08000022,,All ages,d,All,d,765,826,-7.4
1467,20200315,S08000022,,All ages,d,Female,,365,380.5,-4.1
1468,20200315,S08000022,,All ages,d,Male,,327,360.5,-9.3
1469,20200315,S08000024,,Under 5,,All,d,56,65.5,-14.5
1470,20200315,S08000024,,5 - 14,,All,d,27,42.5,-36.5
1471,20200315,S08000024,,15 - 44,,All,d,366,434,-15.7
1472,20200315,S08000024,,45 - 64,,All,d,352,389.5,-9.6
1473,20200315,S08000024,,65 - 74,,All,d,193,222,-13.1
1474,20200315,S08000024,,75 - 84,,All,d,268,250,7.2
1475,20200315,S08000024,,85 and over,,All,d,195,201,-3
1476,20200315,S08000024,,All ages,d,All,d,1559,1699.5,-8.3
1477,20200315,S08000024,,All ages,d,Female,,741,780,-5
1478,20200315,S08000024,,All ages,d,Male,,650,746.5,-12.9
1479,20200315,S08000025,,45 - 64,,All,d,8,7.5,6.7
1480,20200315,S08000025,,75 - 84,,All,d,9,14,-35.7
1481,20200315,S08000025,,All ages,d,All,d,30,45.5,-34.1
1482,20200315,S08000025,,All ages,d,Female,,15,23,-34.8
1483,20200315,S08000025,,All ages,d,Male,,13,19.5,-33.3
1484,20200315,S08000026,,15 - 44,,All,d,6,4,50
1485,20200315,S08000026,,45 - 64,,All,d,7,8,-12.5
1486,20200315,S08000026,,65 - 74,,All,d,12,8.5,41.2
1487,20200315,S08000026,,75 - 84,,All,d,8,9.5,-15.8
1488,20200315,S08000026,,85 and over,,All,d,7,5.5,27.3
1489,20200315,S08000026,,All ages,d,All,d,40,38.5,3.9
1490,20200315,S08000026,,All ages,d,Female,,17,18,-5.6
1491,20200315,S08000026,,All ages,d,Male,,21,17,23.5
1492,20200315,S08000028,,15 - 44,,All,d,11,5,120
1493,20200315,S08000028,,45 - 64,,All,d,8,14.5,-44.8
1494,20200315,S08000028,,65 - 74,,All,d,7,20,-65
1495,20200315,S08000028,,75 - 84,,All,d,23,18.5,24.3
1496,20200315,S08000028,,85 and over,,All,d,12,15.5,-22.6
1497,20200315,S08000028,,All ages,d,All,d,68,80,-15
1498,20200315,S08000028,,All ages,d,Female,,28,38.5,-27.3
1499,20200315,S08000028,,All ages,d,Male,,31,32.5,-4.6
1500,20200315,S08000029,,Under 5,,All,d,26,25.5,2
1501,20200315,S08000029,,5 - 14,,All,d,24,19.5,23.1
1502,20200315,S08000029,,15 - 44,,All,d,161,166,-3
1503,20200315,S08000029,,45 - 64,,All,d,153,168.5,-9.2
1504,20200315,S08000029,,65 - 74,,All,d,96,129,-25.6
1505,20200315,S08000029,,75 - 84,,All,d,147,154.5,-4.9
1506,20200315,S08000029,,85 and over,,All,d,114,111,2.7
1507,20200315,S08000029,,All ages,d,All,d,752,805,-6.6
1508,20200315,S08000029,,All ages,d,Female,,366,365.5,0.1
1509,20200315,S08000029,,All ages,d,Male,,348,381,-8.7
1510,20200315,S08000030,,Under 5,,All,d,30,31,-3.2
1511,20200315,S08000030,,5 - 14,,All,d,20,14,42.9
1512,20200315,S08000030,,15 - 44,,All,d,201,195,3.1
1513,20200315,S08000030,,45 - 64,,All,d,155,187.5,-17.3
1514,20200315,S08000030,,65 - 74,,All,d,121,133.5,-9.4
1515,20200315,S08000030,,75 - 84,,All,d,173,188.5,-8.2
1516,20200315,S08000030,,85 and over,,All,d,127,143,-11.2
1517,20200315,S08000030,,All ages,d,All,d,873,929,-6
1518,20200315,S08000030,,All ages,d,Female,,413,445.5,-7.3
1519,20200315,S08000030,,All ages,d,Male,,382,414,-7.7
1520,20200315,S08000031,,Under 5,,All,d,79,73.5,7.5
1521,20200315,S08000031,,5 - 14,,All,d,50,55,-9.1
1522,20200315,S08000031,,15 - 44,,All,d,648,603,7.5
1523,20200315,S08000031,,45 - 64,,All,d,600,631,-4.9
1524,20200315,S08000031,,65 - 74,,All,d,369,394.5,-6.5
1525,20200315,S08000031,,75 - 84,,All,d,405,463.5,-12.6
1526,20200315,S08000031,,85 and over,,All,d,342,344.5,-0.7
1527,20200315,S08000031,,All ages,d,All,d,2683,2743,-2.2
1528,20200315,S08000031,,All ages,d,Female,,1245,1265,-1.6
1529,20200315,S08000031,,All ages,d,Male,,1140,1206.5,-5.5
1530,20200315,S08000032,,Under 5,,All,d,49,49,0
1531,20200315,S08000032,,5 - 14,,All,d,27,31,-12.9
1532,20200315,S08000032,,15 - 44,,All,d,315,322.5,-2.3
1533,20200315,S08000032,,45 - 64,,All,d,326,337,-3.3
1534,20200315,S08000032,,65 - 74,,All,d,204,224,-8.9
1535,20200315,S08000032,,75 - 84,,All,d,257,272,-5.5
1536,20200315,S08000032,,85 and over,,All,d,154,190.5,-19.2
1537,20200315,S08000032,,All ages,d,All,d,1393,1496,-6.9
1538,20200315,S08000032,,All ages,d,Female,,676,725.5,-6.8
1539,20200315,S08000032,,All ages,d,Male,,617,662.5,-6.9
1540,20200315,S92000003,d,Under 5,,All,d,385,386,-0.3
1541,20200315,S92000003,d,5 - 14,,All,d,226,248,-8.9
1542,20200315,S92000003,d,15 - 44,,All,d,2582,2599.5,-0.7
1543,20200315,S92000003,d,45 - 64,,All,d,2462,2675,-8
1544,20200315,S92000003,d,65 - 74,,All,d,1583,1821.5,-13.1
1545,20200315,S92000003,d,75 - 84,,All,d,2078,2173.5,-4.4
1546,20200315,S92000003,d,85 and over,,All,d,1522,1643,-7.4
1547,20200315,S92000003,d,All ages,d,All,d,11471,12159,-5.7
1548,20200315,S92000003,d,All ages,d,Female,,5454,5674.5,-3.9
1549,20200315,S92000003,d,All ages,d,Male,,4986,5438,-8.3
1550,20200322,S08000015,,Under 5,,All,d,36,36,0
1551,20200322,S08000015,,5 - 14,,All,d,11,17.5,-37.1
1552,20200322,S08000015,,15 - 44,,All,d,197,199.5,-1.3
1553,20200322,S08000015,,45 - 64,,All,d,205,230,-10.9
1554,20200322,S08000015,,65 - 74,,All,d,133,145,-8.3
1555,20200322,S08000015,,75 - 84,,All,d,152,217,-30
1556,20200322,S08000015,,85 and over,,All,d,116,137,-15.3
1557,20200322,S08000015,,All ages,d,All,d,887,1025,-13.5
1558,20200322,S08000015,,All ages,d,Female,,446,498.5,-10.5
1559,20200322,S08000015,,All ages,d,Male,,375,452,-17
1560,20200322,S08000016,,Under 5,,All,d,10,5,100
1561,20200322,S08000016,,15 - 44,,All,d,47,52,-9.6
1562,20200322,S08000016,,45 - 64,,All,d,58,56,3.6
1563,20200322,S08000016,,65 - 74,,All,d,42,42,0
1564,20200322,S08000016,,75 - 84,,All,d,61,60.5,0.8
1565,20200322,S08000016,,85 and over,,All,d,45,54,-16.7
1566,20200322,S08000016,,All ages,d,All,d,272,281,-3.2
1567,20200322,S08000016,,All ages,d,Female,,128,146,-12.3
1568,20200322,S08000016,,All ages,d,Male,,126,117.5,7.2
1569,20200322,S08000017,,Under 5,,All,d,11,11,0
1570,20200322,S08000017,,5 - 14,,All,d,8,4,100
1571,20200322,S08000017,,15 - 44,,All,d,67,48.5,38.1
1572,20200322,S08000017,,45 - 64,,All,d,62,68,-8.8
1573,20200322,S08000017,,65 - 74,,All,d,60,54,11.1
1574,20200322,S08000017,,75 - 84,,All,d,63,73,-13.7
1575,20200322,S08000017,,85 and over,,All,d,58,68.5,-15.3
1576,20200322,S08000017,,All ages,d,All,d,343,342,0.3
1577,20200322,S08000017,,All ages,d,Female,,147,168.5,-12.8
1578,20200322,S08000017,,All ages,d,Male,,164,147,11.6
1579,20200322,S08000019,,Under 5,,All,d,28,14.5,93.1
1580,20200322,S08000019,,5 - 14,,All,d,13,14.5,-10.3
1581,20200322,S08000019,,15 - 44,,All,d,111,142.5,-22.1
1582,20200322,S08000019,,45 - 64,,All,d,128,163,-21.5
1583,20200322,S08000019,,65 - 74,,All,d,70,97.5,-28.2
1584,20200322,S08000019,,75 - 84,,All,d,90,118,-23.7
1585,20200322,S08000019,,85 and over,,All,d,58,78,-25.6
1586,20200322,S08000019,,All ages,d,All,d,528,652.5,-19.1
1587,20200322,S08000019,,All ages,d,Female,,262,298,-12.1
1588,20200322,S08000019,,All ages,d,Male,,220,305.5,-28
1589,20200322,S08000020,,Under 5,,All,d,49,41.5,18.1
1590,20200322,S08000020,,5 - 14,,All,d,30,23.5,27.7
1591,20200322,S08000020,,15 - 44,,All,d,219,226.5,-3.3
1592,20200322,S08000020,,45 - 64,,All,d,209,254.5,-17.9
1593,20200322,S08000020,,65 - 74,,All,d,152,153.5,-1
1594,20200322,S08000020,,75 - 84,,All,d,166,218,-23.9
1595,20200322,S08000020,,85 and over,,All,d,133,175.5,-24.2
1596,20200322,S08000020,,All ages,d,All,d,1000,1149,-13
1597,20200322,S08000020,,All ages,d,Female,,462,540.5,-14.5
1598,20200322,S08000020,,All ages,d,Male,,452,504,-10.3
1599,20200322,S08000022,,Under 5,,All,d,28,24.5,14.3
1600,20200322,S08000022,,5 - 14,,All,d,9,14,-35.7
1601,20200322,S08000022,,15 - 44,,All,d,135,137,-1.5
1602,20200322,S08000022,,45 - 64,,All,d,143,172,-16.9
1603,20200322,S08000022,,65 - 74,,All,d,99,115.5,-14.3
1604,20200322,S08000022,,75 - 84,,All,d,114,166.5,-31.5
1605,20200322,S08000022,,85 and over,,All,d,122,126.5,-3.6
1606,20200322,S08000022,,All ages,d,All,d,693,805,-13.9
1607,20200322,S08000022,,All ages,d,Female,,314,376,-16.5
1608,20200322,S08000022,,All ages,d,Male,,304,330.5,-8
1609,20200322,S08000024,,Under 5,,All,d,59,62,-4.8
1610,20200322,S08000024,,5 - 14,,All,d,28,42.5,-34.1
1611,20200322,S08000024,,15 - 44,,All,d,387,441.5,-12.3
1612,20200322,S08000024,,45 - 64,,All,d,342,377,-9.3
1613,20200322,S08000024,,65 - 74,,All,d,195,234.5,-16.8
1614,20200322,S08000024,,75 - 84,,All,d,208,242.5,-14.2
1615,20200322,S08000024,,85 and over,,All,d,163,214.5,-24
1616,20200322,S08000024,,All ages,d,All,d,1479,1730.5,-14.5
1617,20200322,S08000024,,All ages,d,Female,,664,781,-15
1618,20200322,S08000024,,All ages,d,Male,,660,755,-12.6
1619,20200322,S08000025,,15 - 44,,All,d,9,4,125
1620,20200322,S08000025,,65 - 74,,All,d,5,6.5,-23.1
1621,20200322,S08000025,,75 - 84,,All,d,7,7,0
1622,20200322,S08000025,,85 and over,,All,d,11,8.5,29.4
1623,20200322,S08000025,,All ages,d,All,d,40,41.5,-3.6
1624,20200322,S08000025,,All ages,d,Female,,19,18,5.6
1625,20200322,S08000025,,All ages,d,Male,,17,20,-15
1626,20200322,S08000026,,15 - 44,,All,d,13,11,18.2
1627,20200322,S08000026,,65 - 74,,All,d,9,8.5,5.9
1628,20200322,S08000026,,75 - 84,,All,d,11,5.5,100
1629,20200322,S08000026,,All ages,d,All,d,45,42,7.1
1630,20200322,S08000026,,All ages,d,Female,,30,15,100
1631,20200322,S08000026,,All ages,d,Male,,13,24,-45.8
1632,20200322,S08000028,,15 - 44,,All,d,9,8.5,5.9
1633,20200322,S08000028,,45 - 64,,All,d,9,15.5,-41.9
1634,20200322,S08000028,,65 - 74,,All,d,11,11,0
1635,20200322,S08000028,,75 - 84,,All,d,18,20,-10
1636,20200322,S08000028,,85 and over,,All,d,9,14.5,-37.9
1637,20200322,S08000028,,All ages,d,All,d,59,77.5,-23.9
1638,20200322,S08000028,,All ages,d,Female,,36,37,-2.7
1639,20200322,S08000028,,All ages,d,Male,,20,33,-39.4
1640,20200322,S08000029,,Under 5,,All,d,29,27,7.4
1641,20200322,S08000029,,5 - 14,,All,d,20,24.5,-18.4
1642,20200322,S08000029,,15 - 44,,All,d,163,194.5,-16.2
1643,20200322,S08000029,,45 - 64,,All,d,165,153.5,7.5
1644,20200322,S08000029,,65 - 74,,All,d,121,119,1.7
1645,20200322,S08000029,,75 - 84,,All,d,130,154.5,-15.9
1646,20200322,S08000029,,85 and over,,All,d,84,132,-36.4
1647,20200322,S08000029,,All ages,d,All,d,748,833.5,-10.3
1648,20200322,S08000029,,All ages,d,Female,,362,396.5,-8.7
1649,20200322,S08000029,,All ages,d,Male,,330,379,-12.9
1650,20200322,S08000030,,Under 5,,All,d,34,29.5,15.3
1651,20200322,S08000030,,5 - 14,,All,d,24,17,41.2
1652,20200322,S08000030,,15 - 44,,All,d,196,216.5,-9.5
1653,20200322,S08000030,,45 - 64,,All,d,158,189,-16.4
1654,20200322,S08000030,,65 - 74,,All,d,125,138.5,-9.7
1655,20200322,S08000030,,75 - 84,,All,d,114,162,-29.6
1656,20200322,S08000030,,85 and over,,All,d,125,134,-6.7
1657,20200322,S08000030,,All ages,d,All,d,818,918.5,-10.9
1658,20200322,S08000030,,All ages,d,Female,,368,451,-18.4
1659,20200322,S08000030,,All ages,d,Male,,374,404.5,-7.5
1660,20200322,S08000031,,Under 5,,All,d,90,80.5,11.8
1661,20200322,S08000031,,5 - 14,,All,d,50,53,-5.7
1662,20200322,S08000031,,15 - 44,,All,d,643,649.5,-1
1663,20200322,S08000031,,45 - 64,,All,d,602,624.5,-3.6
1664,20200322,S08000031,,65 - 74,,All,d,295,369.5,-20.2
1665,20200322,S08000031,,75 - 84,,All,d,338,444.5,-24
1666,20200322,S08000031,,85 and over,,All,d,274,363.5,-24.6
1667,20200322,S08000031,,All ages,d,All,d,2504,2805.5,-10.7
1668,20200322,S08000031,,All ages,d,Female,,1083,1259.5,-14
1669,20200322,S08000031,,All ages,d,Male,,1090,1222,-10.8
1670,20200322,S08000032,,Under 5,,All,d,61,55.5,9.9
1671,20200322,S08000032,,5 - 14,,All,d,31,38,-18.4
1672,20200322,S08000032,,15 - 44,,All,d,310,307,1
1673,20200322,S08000032,,45 - 64,,All,d,346,334.5,3.4
1674,20200322,S08000032,,65 - 74,,All,d,230,229.5,0.2
1675,20200322,S08000032,,75 - 84,,All,d,209,282,-25.9
1676,20200322,S08000032,,85 and over,,All,d,123,173,-28.9
1677,20200322,S08000032,,All ages,d,All,d,1365,1486.5,-8.2
1678,20200322,S08000032,,All ages,d,Female,,631,723.5,-12.8
1679,20200322,S08000032,,All ages,d,Male,,643,657,-2.1
1680,20200322,S92000003,d,Under 5,,All,d,439,389.5,12.7
1681,20200322,S92000003,d,5 - 14,,All,d,230,253.5,-9.3
1682,20200322,S92000003,d,15 - 44,,All,d,2512,2645,-5
1683,20200322,S92000003,d,45 - 64,,All,d,2443,2668,-8.4
1684,20200322,S92000003,d,65 - 74,,All,d,1548,1726,-10.3
1685,20200322,S92000003,d,75 - 84,,All,d,1682,2175,-22.7
1686,20200322,S92000003,d,85 and over,,All,d,1325,1686.5,-21.4
1687,20200322,S92000003,d,All ages,d,All,d,10801,12214.5,-11.6
1688,20200322,S92000003,d,All ages,d,Female,,4960,5719,-13.3
1689,20200322,S92000003,d,All ages,d,Male,,4796,5361.5,-10.5
1691,20200329,S08000015,,5 - 14,,All,d,12,16.5,-27.3
1692,20200329,S08000015,,15 - 44,,All,d,206,218,-5.5
1693,20200329,S08000015,,45 - 64,,All,d,212,202.5,4.7
1694,20200329,S08000015,,65 - 74,,All,d,122,159,-23.3
1695,20200329,S08000015,,75 - 84,,All,d,161,206.5,-22
1696,20200329,S08000015,,85 and over,,All,d,116,147.5,-21.4
1697,20200329,S08000015,,All ages,d,All,d,903,1017.5,-11.3
1698,20200329,S08000015,,All ages,d,Female,,452,499.5,-9.5
1699,20200329,S08000015,,All ages,d,Male,,388,453.5,-14.4
1700,20200329,S08000016,,Under 5,,All,d,8,8,0
1701,20200329,S08000016,,5 - 14,,All,d,5,4,25
1702,20200329,S08000016,,15 - 44,,All,d,72,43.5,65.5
1703,20200329,S08000016,,45 - 64,,All,d,62,54.5,13.8
1704,20200329,S08000016,,65 - 74,,All,d,42,39.5,6.3
1705,20200329,S08000016,,75 - 84,,All,d,49,52.5,-6.7
1706,20200329,S08000016,,85 and over,,All,d,27,47.5,-43.2
1707,20200329,S08000016,,All ages,d,All,d,274,256.5,6.8
1708,20200329,S08000016,,All ages,d,Female,,149,127.5,16.9
1709,20200329,S08000016,,All ages,d,Male,,111,117,-5.1
1710,20200329,S08000017,,Under 5,,All,d,12,10.5,14.3
1711,20200329,S08000017,,15 - 44,,All,d,57,54,5.6
1712,20200329,S08000017,,45 - 64,,All,d,64,58.5,9.4
1713,20200329,S08000017,,65 - 74,,All,d,56,58.5,-4.3
1714,20200329,S08000017,,75 - 84,,All,d,83,75,10.7
1715,20200329,S08000017,,85 and over,,All,d,50,58.5,-14.5
1716,20200329,S08000017,,All ages,d,All,d,338,334,1.2
1717,20200329,S08000017,,All ages,d,Female,,166,159,4.4
1718,20200329,S08000017,,All ages,d,Male,,153,148.5,3
1719,20200329,S08000019,,Under 5,,All,d,22,22,0
1720,20200329,S08000019,,15 - 44,,All,d,105,154.5,-32
1721,20200329,S08000019,,45 - 64,,All,d,152,154.5,-1.6
1722,20200329,S08000019,,65 - 74,,All,d,61,94,-35.1
1723,20200329,S08000019,,75 - 84,,All,d,106,113.5,-6.6
1724,20200329,S08000019,,85 and over,,All,d,72,75.5,-4.6
1725,20200329,S08000019,,All ages,d,All,d,546,655.5,-16.7
1726,20200329,S08000019,,All ages,d,Female,,250,292,-14.4
1727,20200329,S08000019,,All ages,d,Male,,260,310.5,-16.3
1728,20200329,S08000020,,Under 5,,All,d,44,37,18.9
1729,20200329,S08000020,,5 - 14,,All,d,13,20.5,-36.6
1730,20200329,S08000020,,15 - 44,,All,d,211,226.5,-6.8
1731,20200329,S08000020,,45 - 64,,All,d,250,233.5,7.1
1732,20200329,S08000020,,65 - 74,,All,d,129,179.5,-28.1
1733,20200329,S08000020,,75 - 84,,All,d,183,208,-12
1734,20200329,S08000020,,85 and over,,All,d,173,171.5,0.9
1735,20200329,S08000020,,All ages,d,All,d,1035,1121,-7.7
1736,20200329,S08000020,,All ages,d,Female,,508,543.5,-6.5
1737,20200329,S08000020,,All ages,d,Male,,470,486,-3.3
1738,20200329,S08000022,,Under 5,,All,d,23,29.5,-22
1739,20200329,S08000022,,5 - 14,,All,d,5,12.5,-60
1740,20200329,S08000022,,15 - 44,,All,d,140,166.5,-15.9
1741,20200329,S08000022,,45 - 64,,All,d,153,169.5,-9.7
1742,20200329,S08000022,,65 - 74,,All,d,95,121.5,-21.8
1743,20200329,S08000022,,75 - 84,,All,d,133,171,-22.2
1744,20200329,S08000022,,85 and over,,All,d,86,116,-25.9
1745,20200329,S08000022,,All ages,d,All,d,669,839.5,-20.3
1746,20200329,S08000022,,All ages,d,Female,,316,377.5,-16.3
1747,20200329,S08000022,,All ages,d,Male,,290,360,-19.4
1748,20200329,S08000024,,Under 5,,All,d,54,43,25.6
1749,20200329,S08000024,,5 - 14,,All,d,23,38,-39.5
1750,20200329,S08000024,,15 - 44,,All,d,415,471.5,-12
1751,20200329,S08000024,,45 - 64,,All,d,383,396.5,-3.4
1752,20200329,S08000024,,65 - 74,,All,d,229,228.5,0.2
1753,20200329,S08000024,,75 - 84,,All,d,232,272.5,-14.9
1754,20200329,S08000024,,85 and over,,All,d,172,223,-22.9
1755,20200329,S08000024,,All ages,d,All,d,1598,1789.5,-10.7
1756,20200329,S08000024,,All ages,d,Female,,753,819,-8.1
1757,20200329,S08000024,,All ages,d,Male,,703,767.5,-8.4
1758,20200329,S08000025,,65 - 74,,All,d,5,5,0
1759,20200329,S08000025,,75 - 84,,All,d,6,10,-40
1760,20200329,S08000025,,85 and over,,All,d,6,8,-25
1761,20200329,S08000025,,All ages,d,All,d,30,38,-21.1
1762,20200329,S08000025,,All ages,d,Female,,11,13.5,-18.5
1763,20200329,S08000025,,All ages,d,Male,,15,19.5,-23.1
1764,20200329,S08000026,,15 - 44,,All,d,8,7,14.3
1765,20200329,S08000026,,45 - 64,,All,d,5,5.5,-9.1
1766,20200329,S08000026,,65 - 74,,All,d,9,6,50
1767,20200329,S08000026,,75 - 84,,All,d,9,11.5,-21.7
1768,20200329,S08000026,,85 and over,,All,d,5,3,66.7
1769,20200329,S08000026,,All ages,d,All,d,38,34.5,10.1
1770,20200329,S08000026,,All ages,d,Female,,17,14.5,17.2
1771,20200329,S08000026,,All ages,d,Male,,20,14,42.9
1772,20200329,S08000028,,15 - 44,,All,d,6,6,0
1773,20200329,S08000028,,45 - 64,,All,d,11,15,-26.7
1774,20200329,S08000028,,65 - 74,,All,d,10,8.5,17.6
1775,20200329,S08000028,,75 - 84,,All,d,20,17.5,14.3
1776,20200329,S08000028,,85 and over,,All,d,23,15,53.3
1777,20200329,S08000028,,All ages,d,All,d,73,66.5,9.8
1778,20200329,S08000028,,All ages,d,Female,,44,29,51.7
1779,20200329,S08000028,,All ages,d,Male,,24,28.5,-15.8
1780,20200329,S08000029,,Under 5,,All,d,37,33,12.1
1781,20200329,S08000029,,5 - 14,,All,d,12,18,-33.3
1782,20200329,S08000029,,15 - 44,,All,d,168,195,-13.8
1783,20200329,S08000029,,45 - 64,,All,d,163,179.5,-9.2
1784,20200329,S08000029,,65 - 74,,All,d,93,123,-24.4
1785,20200329,S08000029,,75 - 84,,All,d,135,148,-8.8
1786,20200329,S08000029,,85 and over,,All,d,100,106.5,-6.1
1787,20200329,S08000029,,All ages,d,All,d,732,834,-12.2
1788,20200329,S08000029,,All ages,d,Female,,362,384,-5.7
1789,20200329,S08000029,,All ages,d,Male,,324,394,-17.8
1790,20200329,S08000030,,Under 5,,All,d,38,25,52
1791,20200329,S08000030,,5 - 14,,All,d,10,27,-63
1792,20200329,S08000030,,15 - 44,,All,d,182,205.5,-11.4
1793,20200329,S08000030,,45 - 64,,All,d,177,186,-4.8
1794,20200329,S08000030,,65 - 74,,All,d,131,141.5,-7.4
1795,20200329,S08000030,,75 - 84,,All,d,154,156.5,-1.6
1796,20200329,S08000030,,85 and over,,All,d,102,135.5,-24.7
1797,20200329,S08000030,,All ages,d,All,d,831,916,-9.3
1798,20200329,S08000030,,All ages,d,Female,,394,423,-6.9
1799,20200329,S08000030,,All ages,d,Male,,379,422.5,-10.3
1800,20200329,S08000031,,Under 5,,All,d,85,83.5,1.8
1801,20200329,S08000031,,5 - 14,,All,d,29,44.5,-34.8
1802,20200329,S08000031,,15 - 44,,All,d,581,641,-9.4
1803,20200329,S08000031,,45 - 64,,All,d,662,642,3.1
1804,20200329,S08000031,,65 - 74,,All,d,356,388,-8.2
1805,20200329,S08000031,,75 - 84,,All,d,397,456,-12.9
1806,20200329,S08000031,,85 and over,,All,d,257,337,-23.7
